ID;DNI;MATRICULA;KM_RECORRIDOS;NUMERO_ACELERONES;NUMERO_FRENAZOS;RPM_MEDIA;INICIO;FIN
3395;12345678A;3445DKM;152,7380609;0;0;2533;2022-06-14 01:10:14.039;2022-06-14 01:27:33.601
3396;12345678A;1125LLV;109,26287;5;6;2575;2022-06-14 01:42:12.641;2022-06-14 03:16:29.449
3397;12345678A;5567JJL;140,605406;5;3;2641;2022-06-14 09:30:53.377;2022-06-14 10:06:01.636
3398;12345678A;5567JJL;161,0986253;1;6;2857;2022-06-14 20:51:20.950;2022-06-14 21:09:55.155
3399;87654321V;3445DKM;10,89696632;3;3;2569;2022-06-15 04:11:10.589;2022-06-15 04:59:05.712
3400;44678910Y;5567JJL;177,4404894;0;4;2916;2022-06-15 11:24:16.176;2022-06-15 12:43:56.076
3401;44678910Y;5567JJL;79,79561405;5;3;2548;2022-06-15 15:25:13.766;2022-06-15 15:30:49.408
3402;12345678A;3445DKM;100,2628722;0;0;2560;2022-06-16 01:27:05.621;2022-06-16 03:18:00.363
3403;12345678A;3445DKM;85,44420066;2;6;2744;2022-06-16 11:01:05.855;2022-06-16 12:07:54.333
3404;12345678A;3445DKM;190,0547892;4;2;2695;2022-06-16 19:59:31.485;2022-06-16 20:26:15.599
3405;12345678A;1125LLV;88,560929;5;6;2592;2022-06-17 04:25:38.888;2022-06-17 06:17:14.476
3406;87654321V;3445DKM;79,33551246;0;6;2890;2022-06-17 11:10:10.060;2022-06-17 13:04:11.680
3407;44678910Y;3445DKM;172,5043846;4;1;2879;2022-06-17 16:16:53.019;2022-06-17 16:58:21.699
3408;12345678A;3445DKM;84,90213876;4;6;2933;2022-06-17 20:03:37.096;2022-06-17 21:53:01.880
3409;12345678A;5567JJL;92,45563398;6;2;2537;2022-06-18 08:12:03.209;2022-06-18 08:14:14.552
3410;87654321V;3445DKM;133,310649;0;2;2841;2022-06-18 15:45:41.633;2022-06-18 16:36:35.356
3411;44678910Y;1125LLV;19,78041292;3;2;3069;2022-06-18 17:48:49.484;2022-06-18 19:13:04.252
3412;44678910Y;3445DKM;195,4101802;7;2;2584;2022-06-19 01:28:22.962;2022-06-19 02:21:16.875
3413;12345678A;1125LLV;40,7790492;2;3;2720;2022-06-19 06:22:59.757;2022-06-19 07:57:16.887
3414;12345678A;5567JJL;125,287496;7;5;2526;2022-06-19 17:17:06.096;2022-06-19 17:47:05.388
3415;87654321V;1125LLV;47,78666561;6;3;2524;2022-06-19 21:33:56.418;2022-06-19 21:42:13.564
3416;44678910Y;3445DKM;153,6006743;4;3;2648;2022-06-20 03:34:19.476;2022-06-20 04:06:41.682
3417;44678910Y;3445DKM;96,60572185;3;2;2838;2022-06-20 14:40:53.291;2022-06-20 15:53:10.030
3418;12345678A;5567JJL;103,1254467;1;5;2815;2022-06-20 22:19:40.918;2022-06-20 23:08:16.812
3419;12345678A;5567JJL;37,12231069;7;5;2581;2022-06-21 04:44:08.186;2022-06-21 06:19:46.758
3420;87654321V;3445DKM;90,8361535;3;0;2653;2022-06-21 16:45:19.090;2022-06-21 17:52:32.948
3421;44678910Y;1125LLV;53,67746819;3;7;2822;2022-06-21 18:31:12.886;2022-06-21 20:27:52.574
3422;44678910Y;3445DKM;154,9527128;1;2;3072;2022-06-22 00:21:34.356;2022-06-22 00:54:35.660
3423;12345678A;1125LLV;82,6958378;5;6;2713;2022-06-22 10:18:10.824;2022-06-22 10:21:09.523
3424;12345678A;5567JJL;65,20604149;1;4;2876;2022-06-22 10:48:16.469;2022-06-22 11:26:27.751
3425;87654321V;1125LLV;189,2046973;4;1;2933;2022-06-22 21:53:13.044;2022-06-22 23:04:24.850
3426;44678910Y;3445DKM;101,1745128;2;4;3045;2022-06-22 23:09:52.011;2022-06-23 00:16:07.816
3427;44678910Y;3445DKM;120,1189761;6;7;2888;2022-06-23 02:40:31.523;2022-06-23 04:09:45.184
3428;12345678A;5567JJL;90,11784076;1;6;2957;2022-06-23 04:56:46.632;2022-06-23 05:10:38.075
3429;12345678A;5567JJL;24,98161274;4;3;2718;2022-06-23 15:05:28.411;2022-06-23 16:47:58.334
3430;87654321V;3445DKM;143,6147063;0;4;2878;2022-06-24 02:52:06.875;2022-06-24 03:41:18.437
3431;44678910Y;5567JJL;164,2197555;2;2;3077;2022-06-24 13:26:05.143;2022-06-24 13:42:14.981
3432;44678910Y;5567JJL;90,44435133;5;2;3090;2022-06-24 19:46:53.241;2022-06-24 20:36:43.837
3433;12345678A;3445DKM;66,80166332;5;1;2979;2022-06-25 05:42:14.936;2022-06-25 07:33:55.949
3434;12345678A;3445DKM;114,1446465;4;5;2758;2022-06-25 17:54:41.874;2022-06-25 18:59:18.124
3435;12345678A;3445DKM;71,0368577;0;3;2517;2022-06-26 03:43:51.862;2022-06-26 03:51:04.788
3436;12345678A;1125LLV;141,8673131;2;6;2951;2022-06-26 14:13:19.101;2022-06-26 15:35:42.431
3437;12345678A;5567JJL;85,41691131;1;1;3098;2022-06-27 01:40:20.540;2022-06-27 02:29:01.887
3438;12345678A;5567JJL;191,6693098;0;5;2604;2022-06-27 04:55:44.491;2022-06-27 06:16:42.793
3439;87654321V;3445DKM;34,11051338;1;1;2700;2022-06-27 10:56:27.125;2022-06-27 11:52:23.580
3440;44678910Y;5567JJL;194,8192205;0;2;2856;2022-06-27 22:43:36.983;2022-06-27 23:28:34.199
3441;44678910Y;5567JJL;3,441599191;2;7;2574;2022-06-28 00:32:12.212;2022-06-28 01:20:31.869
3442;12345678A;3445DKM;15,41922301;6;2;2833;2022-06-28 10:31:10.296;2022-06-28 10:36:28.380
3443;12345678A;3445DKM;2,907135105;3;4;2797;2022-06-28 18:55:42.859;2022-06-28 20:01:10.647
3444;12345678A;3445DKM;178,0873952;3;0;2684;2022-06-29 03:44:36.649;2022-06-29 05:35:03.529
3445;12345678A;1125LLV;198,3840005;0;2;2735;2022-06-29 10:32:55.857;2022-06-29 12:11:26.462
3446;87654321V;3445DKM;69,3238793;0;5;2951;2022-06-29 23:10:04.940;2022-06-30 00:42:28.560
3447;44678910Y;3445DKM;90,55607079;5;6;2633;2022-06-30 04:50:22.078;2022-06-30 05:31:13.938
3448;12345678A;3445DKM;119,9588142;1;7;3071;2022-06-30 10:32:45.133;2022-06-30 11:13:22.666
3449;12345678A;5567JJL;147,4429913;6;1;2838;2022-06-30 15:15:47.696;2022-06-30 16:16:24.074
3450;87654321V;3445DKM;115,9730206;1;4;2522;2022-06-30 19:37:30.449;2022-06-30 19:58:38.653
3451;44678910Y;1125LLV;108,1590703;7;6;2812;2022-06-30 22:52:04.614;2022-07-01 00:25:40.853
3452;44678910Y;3445DKM;64,44094459;4;3;2595;2022-07-01 04:23:41.658;2022-07-01 04:24:10.116
3453;12345678A;1125LLV;188,1567114;1;7;2690;2022-07-01 09:35:17.973;2022-07-01 10:28:43.488
3454;12345678A;5567JJL;106,7551284;4;5;2511;2022-07-01 21:17:40.106;2022-07-01 22:58:13.311
3455;87654321V;1125LLV;139,1457689;3;7;3071;2022-07-02 02:43:20.700;2022-07-02 04:34:03.928
3456;44678910Y;3445DKM;7,107633646;4;3;2793;2022-07-02 13:58:06.472;2022-07-02 14:19:50.675
3457;44678910Y;3445DKM;171,3563146;5;1;3085;2022-07-02 15:52:57.179;2022-07-02 16:37:40.809
3458;12345678A;5567JJL;168,7495724;0;6;2615;2022-07-03 00:55:45.675;2022-07-03 02:20:28.307
3459;12345678A;5567JJL;82,94484418;1;4;2617;2022-07-03 08:47:12.973;2022-07-03 09:38:29.086
3460;87654321V;3445DKM;73,5891649;4;1;2644;2022-07-03 18:02:22.981;2022-07-03 18:24:34.118
3461;44678910Y;1125LLV;94,32857359;1;3;3091;2022-07-03 21:00:12.805;2022-07-03 22:06:22.876
3462;44678910Y;3445DKM;85,69983969;4;4;2502;2022-07-04 06:43:26.480;2022-07-04 08:04:22.753
3463;12345678A;1125LLV;57,59303972;5;5;2891;2022-07-04 12:44:12.385;2022-07-04 14:19:04.008
3464;12345678A;5567JJL;174,5787208;0;5;2650;2022-07-04 18:10:35.179;2022-07-04 19:39:33.193
3465;87654321V;1125LLV;37,85215967;0;3;2937;2022-07-04 19:41:54.911;2022-07-04 20:48:59.380
3466;44678910Y;3445DKM;47,74393254;1;1;2937;2022-07-05 04:42:55.587;2022-07-05 05:42:57.179
3467;44678910Y;3445DKM;153,6523791;1;6;2826;2022-07-05 06:46:06.081;2022-07-05 07:22:18.047
3468;12345678A;5567JJL;120,0756672;5;4;2958;2022-07-05 15:06:41.726;2022-07-05 16:30:53.733
3469;12345678A;5567JJL;197,0112324;4;5;2673;2022-07-05 20:10:12.920;2022-07-05 22:02:30.985
3470;87654321V;3445DKM;122,2059254;3;2;2755;2022-07-05 23:47:38.125;2022-07-06 01:47:22.367
3471;44678910Y;5567JJL;32,52742689;4;0;2901;2022-07-06 02:19:22.896;2022-07-06 03:05:00.428
3472;44678910Y;5567JJL;29,0163765;4;5;2905;2022-07-06 08:40:31.122;2022-07-06 10:15:43.866
3473;12345678A;3445DKM;125,0302565;0;7;3018;2022-07-06 14:03:13.176;2022-07-06 15:09:45.748
3474;12345678A;3445DKM;153,5193994;7;0;3070;2022-07-06 21:53:29.589;2022-07-06 22:50:32.177
3475;12345678A;3445DKM;96,86851161;5;6;2937;2022-07-07 08:47:22.946;2022-07-07 10:34:53.565
3476;12345678A;1125LLV;123,1642322;6;4;2920;2022-07-07 11:20:41.840;2022-07-07 13:05:05.865
3477;12345678A;5567JJL;200,2255325;4;5;2945;2022-07-07 23:09:44.079;2022-07-07 23:46:21.666
3478;12345678A;5567JJL;71,36137019;3;3;2502;2022-07-08 07:58:36.708;2022-07-08 09:17:53.544
3479;87654321V;3445DKM;147,8873307;7;3;2672;2022-07-08 15:53:05.011;2022-07-08 17:13:50.239
3480;44678910Y;5567JJL;168,151718;4;6;2939;2022-07-08 18:13:42.488;2022-07-08 19:32:21.601
3481;44678910Y;5567JJL;20,88338585;3;3;2539;2022-07-08 23:22:17.399;2022-07-08 23:46:50.798
3482;12345678A;3445DKM;163,2819128;3;3;2599;2022-07-09 08:18:50.933;2022-07-09 09:38:58.820
3483;12345678A;3445DKM;24,90057203;3;7;2628;2022-07-09 20:19:12.809;2022-07-09 22:06:45.111
3484;12345678A;3445DKM;105,4528742;5;1;2995;2022-07-10 08:08:21.573;2022-07-10 08:54:19.746
3485;12345678A;1125LLV;83,47719404;4;2;2833;2022-07-10 10:27:34.944;2022-07-10 11:27:34.270
3486;87654321V;3445DKM;4,026205306;0;3;2745;2022-07-10 13:28:25.326;2022-07-10 14:18:00.628
3487;44678910Y;3445DKM;88,24325701;0;1;2648;2022-07-10 18:17:31.718;2022-07-10 19:01:38.386
3488;12345678A;3445DKM;65,68099384;6;2;2588;2022-07-10 19:19:39.049;2022-07-10 20:29:52.008
3489;12345678A;5567JJL;73,72126987;0;4;2819;2022-07-10 22:54:24.222;2022-07-11 00:41:24.280
3490;87654321V;3445DKM;170,2349552;7;3;2762;2022-07-11 09:09:51.190;2022-07-11 10:50:33.560
3491;44678910Y;1125LLV;17,66181428;2;6;2740;2022-07-11 11:51:41.096;2022-07-11 13:19:10.632
3492;44678910Y;3445DKM;119,6047422;7;4;2791;2022-07-11 20:54:26.435;2022-07-11 21:56:39.830
3493;12345678A;1125LLV;126,489704;5;5;2790;2022-07-12 06:50:43.774;2022-07-12 08:14:12.762
3494;12345678A;5567JJL;20,31935489;4;1;2695;2022-07-12 11:21:20.213;2022-07-12 12:25:28.575
3495;87654321V;1125LLV;75,0323933;0;5;2588;2022-07-12 20:06:45.834;2022-07-12 20:07:38.359
3496;44678910Y;3445DKM;49,68243634;0;4;2709;2022-07-13 06:36:38.710;2022-07-13 08:07:07.031
3497;44678910Y;3445DKM;200,1072121;2;6;2629;2022-07-13 17:17:35.333;2022-07-13 18:33:12.660
3498;12345678A;5567JJL;124,0613169;3;1;2831;2022-07-13 19:23:42.792;2022-07-13 20:32:14.565
3499;12345678A;5567JJL;192,0284144;6;3;2950;2022-07-13 20:46:29.129;2022-07-13 21:21:29.525
3500;87654321V;3445DKM;112,7128571;2;0;2679;2022-07-14 00:27:46.598;2022-07-14 01:00:42.828
3501;44678910Y;1125LLV;116,8186865;0;5;2849;2022-07-14 07:30:14.414;2022-07-14 08:41:25.344
3502;44678910Y;3445DKM;147,8713168;4;2;2935;2022-07-14 14:01:05.752;2022-07-14 14:35:22.387
3503;12345678A;1125LLV;30,02073055;0;6;2854;2022-07-15 00:49:07.666;2022-07-15 02:16:45.891
3504;12345678A;5567JJL;9,533807514;6;1;2611;2022-07-15 08:23:19.166;2022-07-15 09:30:23.208
3505;87654321V;1125LLV;122,4398941;6;1;2837;2022-07-15 18:17:29.012;2022-07-15 18:33:04.385
3506;44678910Y;3445DKM;160,9490496;0;2;2784;2022-07-16 05:27:09.883;2022-07-16 07:22:38.213
3507;44678910Y;3445DKM;169,5495741;7;3;2604;2022-07-16 16:49:43.879;2022-07-16 16:49:46.301
3508;12345678A;5567JJL;97,89058979;1;1;2985;2022-07-16 17:23:28.998;2022-07-16 18:12:41.946
3509;12345678A;5567JJL;8,337539486;7;1;2685;2022-07-16 19:58:39.140;2022-07-16 21:46:29.084
3510;87654321V;3445DKM;58,87577064;5;7;2879;2022-07-17 03:22:48.498;2022-07-17 04:19:15.557
3511;44678910Y;5567JJL;41,03682609;6;2;2586;2022-07-17 04:42:29.568;2022-07-17 06:18:32.276
3512;44678910Y;5567JJL;124,822025;4;1;3029;2022-07-17 14:26:42.689;2022-07-17 15:22:15.196
3513;12345678A;3445DKM;102,7587941;6;6;2695;2022-07-17 23:22:17.324;2022-07-18 01:09:53.431
3514;12345678A;3445DKM;40,6828673;6;3;2762;2022-07-18 02:19:58.672;2022-07-18 03:20:45.589
3515;12345678A;3445DKM;145,0472695;0;3;3026;2022-07-18 04:05:14.935;2022-07-18 04:33:09.437
3516;12345678A;1125LLV;113,4440243;2;2;2669;2022-07-18 14:53:26.989;2022-07-18 15:15:30.603
3517;12345678A;5567JJL;81,55139369;0;5;2777;2022-07-18 23:10:06.784;2022-07-19 00:33:08.667
3518;12345678A;5567JJL;16,64957689;2;6;2827;2022-07-19 02:01:11.349;2022-07-19 03:29:51.327
3519;87654321V;3445DKM;11,91235056;3;0;3085;2022-07-19 12:03:38.200;2022-07-19 13:05:05.026
3520;44678910Y;5567JJL;63,85761261;6;3;2576;2022-07-19 16:39:49.451;2022-07-19 17:38:09.240
3521;44678910Y;5567JJL;23,81320315;2;1;2675;2022-07-19 19:26:58.426;2022-07-19 21:25:02.201
3522;12345678A;3445DKM;191,0405127;6;1;2679;2022-07-20 01:26:33.835;2022-07-20 02:10:35.232
3523;12345678A;3445DKM;18,42401337;5;5;3023;2022-07-20 07:15:48.924;2022-07-20 09:06:36.052
3524;12345678A;3445DKM;93,52118931;7;5;2638;2022-07-20 19:50:20.656;2022-07-20 21:31:49.774
3525;12345678A;1125LLV;194,7758887;6;2;2818;2022-07-20 22:12:51.172;2022-07-20 22:50:43.056
3526;87654321V;3445DKM;87,8716101;2;5;2817;2022-07-21 05:18:45.296;2022-07-21 06:20:57.999
3527;44678910Y;3445DKM;143,883124;5;2;2671;2022-07-21 15:41:03.035;2022-07-21 16:13:33.273
3528;12345678A;3445DKM;145,9703205;6;2;2560;2022-07-22 02:59:38.197;2022-07-22 04:41:51.852
3529;12345678A;5567JJL;185,9319857;7;5;2888;2022-07-22 05:33:01.216;2022-07-22 06:36:05.992
3530;87654321V;3445DKM;73,05906863;3;6;2928;2022-07-22 13:57:15.512;2022-07-22 15:21:29.289
3531;44678910Y;1125LLV;148,3323112;4;0;2769;2022-07-22 23:09:21.115;2022-07-23 00:36:33.173
3532;44678910Y;3445DKM;105,5312671;7;7;2766;2022-07-23 11:22:20.250;2022-07-23 12:44:19.571
3533;12345678A;1125LLV;50,66791719;7;6;2836;2022-07-23 14:53:54.397;2022-07-23 16:21:35.601
3534;12345678A;5567JJL;111,7006816;1;2;2582;2022-07-24 00:06:31.342;2022-07-24 02:04:19.371
3535;87654321V;1125LLV;189,1396876;7;2;2687;2022-07-24 03:00:17.102;2022-07-24 04:30:47.166
3536;44678910Y;3445DKM;127,9286556;4;6;2580;2022-07-24 11:15:55.836;2022-07-24 11:53:26.853
3537;44678910Y;3445DKM;107,7218691;7;5;3060;2022-07-24 15:11:05.341;2022-07-24 16:25:36.236
3538;12345678A;5567JJL;136,5673348;2;7;2699;2022-07-25 00:20:36.056;2022-07-25 01:17:00.753
3539;12345678A;5567JJL;166,8711586;1;0;2946;2022-07-25 10:21:45.750;2022-07-25 11:23:50.258
3540;87654321V;3445DKM;149,9421286;6;7;2598;2022-07-25 20:23:15.379;2022-07-25 21:05:27.568
3541;44678910Y;1125LLV;12,36709088;4;0;2950;2022-07-26 05:14:31.013;2022-07-26 06:39:02.804
3542;44678910Y;3445DKM;21,27699012;4;4;2504;2022-07-26 17:10:38.749;2022-07-26 18:08:29.916
3543;12345678A;1125LLV;61,30846571;4;2;2799;2022-07-26 18:21:21.571;2022-07-26 19:21:09.409
3544;12345678A;5567JJL;50,21725482;2;7;2918;2022-07-27 01:35:34.085;2022-07-27 01:58:05.547
3545;87654321V;1125LLV;107,8625432;0;1;3016;2022-07-27 02:02:05.687;2022-07-27 03:36:28.667
3546;44678910Y;3445DKM;189,5610537;2;3;3085;2022-07-27 06:01:49.780;2022-07-27 06:34:38.892
3547;44678910Y;3445DKM;174,4121749;5;6;3055;2022-07-27 14:39:23.519;2022-07-27 15:39:50.073
3548;12345678A;5567JJL;121,6272878;6;7;2501;2022-07-27 23:34:51.197;2022-07-28 00:49:39.080
3549;12345678A;5567JJL;156,6795138;6;3;2886;2022-07-28 06:08:14.337;2022-07-28 07:10:46.414
3550;87654321V;3445DKM;97,36220472;5;6;2892;2022-07-28 08:49:04.953;2022-07-28 09:34:08.900
3551;44678910Y;5567JJL;19,92930938;4;6;2992;2022-07-28 18:40:39.725;2022-07-28 19:49:27.470
3552;44678910Y;5567JJL;111,8703536;4;7;2855;2022-07-29 01:18:22.448;2022-07-29 01:37:33.844
3553;12345678A;3445DKM;157,6387906;2;4;2728;2022-07-29 08:09:19.116;2022-07-29 09:08:26.138
3554;12345678A;3445DKM;31,0533965;1;3;2875;2022-07-29 17:22:58.316;2022-07-29 17:50:10.702
3555;12345678A;3445DKM;91,09898415;4;1;2827;2022-07-29 20:36:03.178;2022-07-29 21:28:05.907
3556;12345678A;1125LLV;49,93306243;1;4;2542;2022-07-30 04:07:57.180;2022-07-30 05:52:36.742
3557;12345678A;5567JJL;172,8685009;4;5;2621;2022-07-30 13:57:47.218;2022-07-30 14:30:12.207
3558;12345678A;5567JJL;72,09266984;3;3;2612;2022-07-31 00:25:55.212;2022-07-31 01:14:01.041
3559;87654321V;3445DKM;115,3931156;3;3;3057;2022-07-31 11:36:50.983;2022-07-31 13:13:56.427
3560;44678910Y;5567JJL;7,626323723;2;6;2704;2022-07-31 16:25:26.841;2022-07-31 16:36:51.401
3561;44678910Y;5567JJL;103,2479481;2;0;2745;2022-07-31 19:21:40.300;2022-07-31 21:12:21.274
3562;12345678A;3445DKM;106,2867496;5;1;2986;2022-08-01 05:04:07.817;2022-08-01 05:55:46.425
3563;12345678A;3445DKM;52,32342954;3;3;3080;2022-08-01 11:42:28.326;2022-08-01 13:01:39.867
3564;12345678A;3445DKM;27,60596847;2;3;2529;2022-08-01 19:35:08.156;2022-08-01 21:25:02.731
3565;12345678A;1125LLV;130,6585494;6;2;2940;2022-08-02 01:26:20.549;2022-08-02 02:33:20.542
3566;87654321V;3445DKM;112,2724357;2;0;2619;2022-08-02 08:12:08.593;2022-08-02 09:21:00.247
3567;44678910Y;3445DKM;127,9632307;6;6;2960;2022-08-02 11:37:06.546;2022-08-02 12:21:33.917
3568;12345678A;3445DKM;144,0812504;0;4;2804;2022-08-02 20:33:11.337;2022-08-02 21:18:21.647
3569;12345678A;5567JJL;147,9128886;1;2;3038;2022-08-02 21:56:20.962;2022-08-02 23:21:27.260
3570;87654321V;3445DKM;20,01045683;1;0;3026;2022-08-03 05:46:18.862;2022-08-03 07:10:21.745
3571;44678910Y;1125LLV;111,6638133;3;4;2795;2022-08-03 17:11:35.850;2022-08-03 18:35:43.955
3572;44678910Y;3445DKM;38,81183761;6;7;2615;2022-08-04 01:56:51.061;2022-08-04 02:18:15.668
3573;12345678A;1125LLV;97,25976626;3;3;2957;2022-08-04 04:31:43.916;2022-08-04 05:02:20.437
3574;12345678A;5567JJL;68,90619913;2;0;2542;2022-08-04 12:42:17.427;2022-08-04 13:21:36.764
3575;87654321V;1125LLV;50,03686781;5;2;2851;2022-08-04 22:44:03.805;2022-08-04 23:57:04.690
3576;44678910Y;3445DKM;144,6537196;0;3;2503;2022-08-05 08:30:52.884;2022-08-05 08:32:07.873
3577;44678910Y;3445DKM;112,0056363;0;6;2513;2022-08-05 16:53:03.578;2022-08-05 18:20:03.271
3578;12345678A;5567JJL;17,10655856;6;6;2705;2022-08-05 20:07:37.295;2022-08-05 22:00:36.879
3579;12345678A;5567JJL;71,18735305;1;2;2763;2022-08-06 04:14:23.274;2022-08-06 05:06:53.956
3580;87654321V;3445DKM;26,2123872;5;5;2524;2022-08-06 15:48:07.091;2022-08-06 16:55:50.519
3581;44678910Y;1125LLV;69,04900088;2;5;2512;2022-08-06 17:02:37.521;2022-08-06 18:54:02.098
3582;44678910Y;3445DKM;150,6864318;2;4;2581;2022-08-07 05:09:17.601;2022-08-07 06:09:14.128
3583;12345678A;1125LLV;192,0746196;6;5;2850;2022-08-07 13:27:49.798;2022-08-07 14:21:17.230
3584;12345678A;5567JJL;77,37613462;6;2;2540;2022-08-07 22:36:11.867;2022-08-07 22:49:50.652
3585;87654321V;1125LLV;83,97181853;6;5;2847;2022-08-07 23:06:41.201;2022-08-08 00:29:00.731
3586;44678910Y;3445DKM;191,4279166;4;6;2568;2022-08-08 00:32:45.286;2022-08-08 01:29:39.691
3587;44678910Y;3445DKM;168,5006877;5;0;2977;2022-08-08 07:55:34.381;2022-08-08 08:58:02.697
3588;12345678A;5567JJL;174,5851802;7;1;3086;2022-08-08 11:35:54.490;2022-08-08 13:12:47.485
3589;12345678A;5567JJL;98,77500076;3;5;2938;2022-08-08 20:23:07.716;2022-08-08 20:35:05.856
3590;87654321V;3445DKM;116,6968059;6;3;2866;2022-08-08 21:22:19.109;2022-08-08 21:48:07.322
3591;44678910Y;5567JJL;115,4989719;0;6;2653;2022-08-09 07:22:34.497;2022-08-09 08:28:44.425
3592;44678910Y;5567JJL;175,6661162;0;0;2752;2022-08-09 14:09:12.093;2022-08-09 14:17:14.964
3593;12345678A;3445DKM;25,85006293;2;2;2679;2022-08-10 00:32:27.143;2022-08-10 02:18:16.347
3594;12345678A;3445DKM;170,8548573;6;5;2620;2022-08-10 11:38:52.688;2022-08-10 12:44:41.589
3595;12345678A;3445DKM;14,1779682;2;6;2588;2022-08-10 22:35:53.340;2022-08-11 00:02:48.506
3596;12345678A;1125LLV;164,4888458;0;1;2602;2022-08-11 05:07:21.388;2022-08-11 06:03:03.515
3597;12345678A;5567JJL;41,95644674;1;7;2716;2022-08-11 12:10:26.716;2022-08-11 14:03:27.325
3598;12345678A;5567JJL;40,1334019;1;0;2901;2022-08-11 23:15:40.866;2022-08-12 00:26:04.606
3599;87654321V;3445DKM;198,7946416;1;2;2794;2022-08-12 05:08:49.148;2022-08-12 05:17:56.094
3600;44678910Y;5567JJL;102,7030562;7;0;3044;2022-08-12 11:30:07.927;2022-08-12 13:18:47.146
3601;44678910Y;5567JJL;35,86897512;4;0;2588;2022-08-12 15:47:26.133;2022-08-12 15:49:56.598
3602;12345678A;3445DKM;92,39119693;6;1;2526;2022-08-12 17:08:40.811;2022-08-12 18:06:44.401
3603;12345678A;3445DKM;170,931644;0;7;2842;2022-08-12 18:37:02.563;2022-08-12 19:52:33.232
3604;12345678A;3445DKM;171,5001493;4;6;2550;2022-08-13 05:12:49.357;2022-08-13 06:17:22.873
3605;12345678A;1125LLV;42,20204255;7;4;2674;2022-08-13 12:01:14.824;2022-08-13 13:55:52.388
3606;87654321V;3445DKM;197,519751;2;1;2736;2022-08-13 15:46:23.349;2022-08-13 17:26:39.942
3607;44678910Y;3445DKM;90,1438407;3;4;3091;2022-08-13 19:01:59.725;2022-08-13 20:35:01.983
3608;12345678A;3445DKM;127,9236574;5;7;2635;2022-08-14 05:08:03.322;2022-08-14 06:54:17.107
3609;12345678A;5567JJL;75,81993812;0;4;2637;2022-08-14 08:39:31.815;2022-08-14 09:08:17.769
3610;87654321V;3445DKM;69,797814;3;6;2599;2022-08-14 15:58:53.106;2022-08-14 16:51:17.331
3611;44678910Y;1125LLV;179,7093097;3;3;2567;2022-08-15 00:42:58.368;2022-08-15 01:33:42.273
3612;44678910Y;3445DKM;172,9295427;7;5;2965;2022-08-15 12:22:45.947;2022-08-15 13:52:55.437
3613;12345678A;1125LLV;15,35304296;1;1;3054;2022-08-15 20:39:24.962;2022-08-15 22:14:55.832
3614;12345678A;5567JJL;190,8534135;0;2;2614;2022-08-16 09:05:51.795;2022-08-16 09:44:21.294
3615;87654321V;1125LLV;54,60757967;5;0;2871;2022-08-16 10:43:13.873;2022-08-16 12:02:04.156
3616;44678910Y;3445DKM;24,67191563;3;7;2944;2022-08-16 16:27:45.461;2022-08-16 18:08:20.060
3617;44678910Y;3445DKM;127,7711594;6;0;3066;2022-08-17 02:44:31.521;2022-08-17 03:41:04.480
3618;12345678A;5567JJL;170,9115911;1;0;2548;2022-08-17 09:53:21.113;2022-08-17 11:10:14.193
3619;12345678A;5567JJL;139,6528634;4;1;2632;2022-08-17 18:37:53.773;2022-08-17 19:17:50.772
3620;87654321V;3445DKM;118,5141061;0;5;2844;2022-08-17 23:59:44.918;2022-08-18 00:01:18.993
3621;44678910Y;1125LLV;51,07162791;3;7;2639;2022-08-18 03:05:41.504;2022-08-18 03:13:43.604
3622;44678910Y;3445DKM;174,9667045;7;4;2773;2022-08-18 10:20:03.192;2022-08-18 11:35:55.074
3623;12345678A;1125LLV;171,4470115;0;4;2853;2022-08-18 13:47:22.320;2022-08-18 14:21:08.657
3624;12345678A;5567JJL;40,5003719;4;3;2783;2022-08-18 19:37:38.761;2022-08-18 20:52:29.497
3625;87654321V;1125LLV;87,86255848;5;0;2704;2022-08-19 04:37:54.378;2022-08-19 05:09:21.803
3626;44678910Y;3445DKM;185,1424217;7;2;3082;2022-08-19 05:29:09.137;2022-08-19 07:25:12.434
3627;44678910Y;3445DKM;64,94327283;3;3;2633;2022-08-19 15:40:30.278;2022-08-19 16:51:43.461
3628;12345678A;5567JJL;29,5326027;6;0;2960;2022-08-20 02:57:38.172;2022-08-20 03:13:08.898
3629;12345678A;5567JJL;49,08258311;4;2;2522;2022-08-20 03:38:42.131;2022-08-20 05:05:57.879
3630;87654321V;3445DKM;17,61915556;0;4;2631;2022-08-20 12:40:01.210;2022-08-20 14:20:22.940
3631;44678910Y;5567JJL;53,93560577;6;5;2578;2022-08-20 17:21:51.536;2022-08-20 18:15:59.237
3632;44678910Y;5567JJL;170,8903487;3;6;2986;2022-08-21 04:39:58.134;2022-08-21 06:04:28.786
3633;12345678A;3445DKM;159,5200774;7;6;2561;2022-08-21 12:24:55.720;2022-08-21 13:25:01.504
3634;12345678A;3445DKM;134,8650557;3;4;2517;2022-08-21 18:38:32.770;2022-08-21 19:12:44.944
3635;12345678A;3445DKM;104,5642341;5;2;2632;2022-08-21 23:57:20.414;2022-08-22 01:09:17.386
3636;12345678A;1125LLV;70,61341475;3;4;3047;2022-08-22 05:27:46.131;2022-08-22 07:13:44.410
3637;12345678A;5567JJL;109,8411085;0;7;2998;2022-08-22 15:00:27.749;2022-08-22 15:08:04.044
